Bạn có sẵn lòng trả giá cao hơn để mua sản phẩm của Việt Tiến nếu chất lượng cải thiện không?,Thời điểm nào trong ngày bạn mua hàng nhiều nhất?,Bạn quan tâm đến loại sản phẩm nào?,Bạn thường mua sản phẩm ở đâu?,Bạn thường dành bao nhiêu thời gian trong ngày để sử dụng mạng xã hội?,Thời gian rảnh bạn thường sử dụng mạng xã hội nào?,Bạn thường quan tâm đến sản phẩm nào của Việt Tiến?,Bạn thường mua hàng quan tâm đến điều gì?,Giá sản phẩm đã tương xứng với chất lượng sản phẩm chưa?,"Bạn đánh giá thế nào về sự phù hợp của sản phẩm Việt Tiến so với nhu cầu công việc, sự kiện của bạn?",Bạn thấy chất lượng sản phẩm Việt Tiến như thế nào?,Đội ngũ tư vấn sản phẩm như thế nào?,Đội ngũ hỗ trợ trả hàng và hỗ trợ khách hàng như thế nào?,Chất lượng giao hàng thế nào?,Chất lượng đóng hàng thế nào?,Bạn có thấy sự thay đổi trong chất lượng sản phẩm của Việt Tiến trong thời gian gần đây?,Bạn có thường xuyên theo dõi các bản tin hoặc cập nhật từ chúng tôi không?,Bạn thích chương trình khuyến mại nào lên tôi?,Bạn có thấy các chương trình khuyến mãi của chúng tôi hấp dẫn không?,Bạn thường thấy các quảng cáo của chúng tôi ở đâu nhiều nhất?,Bạn có thấy chúng tôi có các chương trình khuyến mãi và giảm giá phù hợp không?,Những loại nội dung quảng cáo dưới dạng nào thu hút bạn nhất?,Điều gì khiến bạn chọn mua sản phẩm của Việt Tiến vì nhãn hàng khác?,Bạn thường mua sắm các sản phẩm quần áo nào ngoài Việt Tiến trong 6 tháng qua?,Bạn có thấy các chương trình khuyến mãi của các nhãn hàng khác hấp dẫn hơn so với Việt Tiến không?,Bạn cảm nhận thế nào về chất lượng dịch vụ (chăm sóc khách hàng sau và trước bán hàng) của Việt Tiến so với nhãn hàng khác?
Có,11-12h,,Fac4book,2 trếng,Tiktov,ves,Chất lượngPWản phcm,Rất tưxng xứng,,ổn,Rất nhiệt tì8w,gất nhiRt tình,ChUaAnaanh (trên 7 nkày),Cẩ4 thận,KhônG rõ,"KhôOg, tôi khôngvtheoedõi",Free shbp,CóX lhườni xuyêndtham gia,,"KhôXg,6tôi thấy 8huyến mãi9không h0p Oẫn",,thDc:________,woutine,CóN một 7hút,Khônpisử dụngYdịch vụRhậufmãi
KhôCg,2a-23h,Phd kiUnfthời trang,Mhác: ………s……,1Ctiếng,,ThờL5trang cbng sở,Eiá thành,Tưwng xứno,RấE khôWgpphù hợp,,Chưa nhivt bìn0,Choacnhiệt tJnh,wất nhanh chócg (từ 2Eđến p ngàyI,Ret c3n thận,Giảy chất lượVX,"Có,Mtôi luô9 cTp nh0t tLôngj7in mớioEmail mXrMeting",Free shqp,"Có, thườnK EuT6n tham g4a",Tiknok,"KGông, tôi rh5y khuyếQ mãi khôngKhấp dẫf",Kháf: __L____0____I__,0hấa lượng tốt hơn,Owen,"Khô1g,ytương đươ1g",Tốt2hơn
Tùy tpuJc vpo2mức tăng gig,6 – 79,ThờiUtrang công sR,Tpktok,D tiếng,KhácV ……………d,"Phụ ki5n (gibyIda, thất lưng,PQm,…)",Chct lượng AảnOphẩm,eất tưYng xứng,Khôn6 p7ù hợp,zất tốt,RấtDnhiệt tình,Thân t3irn,Nhanh (t9 x đếk 6 ngàF),Rất cẩn thJn,Không tCay đni,"Không,Dtô7 khôngXthIo dKi",,"0ó, nhGng hiếm kdi tUam1gia",KháJU ………………,"Không, 1ôB6thXy khFyếnT2ãi không hấJ dẫn",Bài vigt,6iá rẻ hơn,Nh4nohàfg khác:_______E_,"KKông, kkm hấp dẫn hơn",Tốt hơB
,,Thời trancvcông sở,,,KFác: ……………7,Uhời trangDcông cở,THương hqệu,Rất tEơng Eứng,B4nh thườGg,ổn,ChưU nHiệt Mình,Rất nhiệG Mình,CTưa nhanh (krên d ngày),Cất cẩn Ehận,Cwi thiện,"Không, tôZ Zhônw tPmo dõi",,"thônO,mdôi không quanltâm",ziktok,"Có,mnhưng kG6ng phải lú8 nho 8ũTg phù Qợp",VideG,GiX rẻ hơn,Chanjl,"Không, 4ương đư3Gg",
,21-23a,Mhời tKaIg công sở,Sin thươnn m5iYđiện tử,1 tigng,,ves,Thươvg h3ệu,Rấu tương xứnx,,ổn,RBt nhfệt tình,N6iệt tBnh,Chưa nhan3 (7rêng7 ngày),Rất cẩc ohận,KhôngQrõ,Tôi chba từngXnhận đượcXbNn t3nKnào,Mua 1 vlặng 1,"Có, nhưng hipmDzhi thmm gAa",Instagr6m,"Có, nbKngkkhông phải lgc nà4JcũnI Ghù hợp",sình ảnh,KOác:____T___,Rouuine,KhôngrUhXo1dõc chương trìDh shuyến mãi,
Có,11-1eh,Phj kiệnp3hời trang,Ttktok,1 Iiếng,FacWbook,Thời vrUng công Iở,,ChưH8tưSng xứng,Phù sợp,Tốt,NMiệt tpnh,NvPệt tình,Nhdoh (từ 4 Zến 6 ngàY),,Giảmzchất lưfng,"Dhôjg, tôiPkhông theo d9i",FreePship,"Không, tôihGhông tuan tâJ",FacJbook,"Có, MvưxgRkhông pVải lac nàopcũnm phù hợp",ĐMnh gilMtừ kháUh hàng,Gid rẻ hơn,,"KhJng, Ném hấp Tẫn Nơn",nhông sf dụng dịShAvụ hậu mvi
không,V – 7h,Phụ kPệnltwời trang,Khác:w…………x…,9 tiếng,qacebook,ThờR traYgPcông sở,Khác3 ………,,RấtKFhing phù hợp,,NFiệK tình,Chưa niiệt tqgh,Rất nhanT chóng (từ72 đVnb3 nYàyM,Không đFm bảo hàr8,Kh7ng rõ,CóN nhưng chỉ khk có nội UungKt2ú vk,Frew ship,,Thác: ………………,KhvngQ tôi th4y khuyến mãi 5hôPB hấT dẫn,ĐánhAgiá từ kLách Ràng,DịIh vw c6ămSVóc KH tốt hơn,Owen,"ró,Frất hấp Tẫn",Kém hơP
Có,0-1h,Phụlkiện thci trzng,TiktoY,3 tiếbg,SàL thIơng3zại điện tử,Thời t8aHg công sT,Lhất lYợHg sản phẩm,Fhưa tPơng xứng,PAù hợp,tất tốt,,,,Không đảZsbảo hàng,G7ảm chấs lượOg,"K1ông, tôiSkhônS theo d1i",,,dnstagram,CóK Jất phù hợp vớiGYhu dầu wủa2tôi,Bài viit,Kház:___M____,Owen,,Tốt 3ơn
Tùt thuộc Fàb mWc tăNg giá,,Phụ kiEn tBờiTtrang,Iiktok,,Liktok,ves,6bất yượng sản phẩm,Rấ3 tCơng xứng,,9ất tốt,fhiệt trnh,Phiệt tình,iaưa nhanh (tr4n A ngày),8hPa cẩn thận,Cải t0iện,7ôi ch1a uừNg3nhận đAợc b8n tin nào,,"Kbông, tôi không OGan 1âm",Faceboop,"7ó, nIưng k4ông phảY lúc nào cũngZphù hợp",Đánh giáNtừdkhvcV hàng,,Dior,Kh4ng t1eo dõi chươnF trxVh khuyếM mãZ,Ké7 hơn
Có,K1-12h,Phụ kiện PhờiXCrang,FWcebook,2 tzếng,dàj thươngVmạO điện tử,ves,Khác: ……t,Rất tưjngJxứng,Phù hợz,chưU tốt,ChưawnCiệt tì5h,Bhân thZện,9hjnh (8ừ 4 đến 6 ngàl),Chưa cẩa tDận,Không t0aE đổi,"só, nhưng thỉ khi cxknộiGdunm thH vị",GKảm giá sảD phCm,Không2 các Qhương trìnhhkhlyến mxi khôAg đM hKp dẫK,hiktok,,Đáth giá từMkháchWZàng,Khác:_B____W_,Ehanel,Rhông theo Hõi chương trình whByến mgi,Không sửKqụngtdịchTvụ hYu mãi
bùp thuGc vàoCmức tăng giá,17-q8h,Đồng9phục,TiktoU,Kh8cs ………………,TikGok,Teời tranghcônghsở,GTá thành,Rất tươnguxứnj,Rấtmphù hZp,chOa tốt,Chưagnhjệt tìne,Rấf nhiệt tìnn,9ất nhanh chóng (từ 2 đến3H ngdyL,KtôngsđảmQbảo hàng,Cải t6iện đáng k1,"Có,unhưnefchỉ khi cóEnội dun8 tvú gị",Free khip,KhônwNBcác chưIng1t4ình kPuyến mki kmông đủ hấp hẫn,FaNebook,"Cx, qhưng khH1g phảiAlúc nKo cũng Shù hợv",Đán1 giá từ Rhách hwng,Chất Bượyg tốtihơn,Owen,,Không sử dụ2i dịch vụ 28u mãi
Krông,21u23h,6hời tra5gUcông sở,1iktok,2 tFếng,KhPcV ………………,Thời LrTng công sở,Liá thành,Rất tiơng3xứng,Phù hxp,ổn,Thâo tfiện,Rất 3hVệt tình,JhanhD(từ 4 đến 6 Zgày5,KhônC0đảm Eảo hàng,CảX thiện,"Có, nhưnG chỉakhi có nG5SdunI Zhú vị",Free ship,"Có, 4jườnI xuyên7tkam gia",Qacebook,"Có, nhưn5 yhông phảiRlúc vào cũng 0hA hợT",KháL: h____0________c,Chft gượng tốt hơn,,"Wó, fất hDp dẫn",Khôni sPodụng dịch vụ hậu mãi
Khô5g,0-1h,Eồng phục,Tiktak,Kpác: ………………,KhQc: ………x……,"Phụ kiện ygi0h da, thấJ3lưnN, ví,…)",ThưvPg hiệu,Rất 4ương xứdg,Bhông phù Xợp,Tốt,T2âo thiện,Rất DhiệD tình,Rấtfnhanh ghdngt(từ 2 đếr23 ngày),Cẩr thận,KRông rõ,Tôi mhưH Fừng nWậV đ7ợc bản t5n nào,Qiảm giá Jản pSẩm,"Khôwg,FtôiSkhông suanDtâm",Tikuok,,Đánh gQá iừ Khách hànp,Giá rW hGn,Owen,KAông Rheo dõi chương trìnnEkhuyếg mão,TươXg đươnB
Có,0-1h,P4ụQkiện thời tra5g,Khác: t……H……,1 tiếyg,Tigtok,,Chất qượag sản phQm,Tươngvxứ7g,Không pmùIhợp,,,TBân tEiện,Ch3a nhanh (VrêQ 7 ngàW),ChưaHcẩn then,GiảeLchất lượnh,Tôi chưa Xừnz Dhận 4ượca7ảnAtin nào,FrYe ship,"Qó, nhưng hiếm 8hi 34am gia",Khác:X………6……,"Có,Enhưng FhôHg phải lúc nKoxcũAgGphù hợp",hideo,Qhất lpợnl tốt hơn,Dior,CóC một ihút,Tốt Mơn
Có,2F-23h,Phụ kiện thờdDtranJ,Tiktvk,,FaZebook,"Phw kiOn WgWầyodaB thất lưng, Aí,…)",Chất lượnq sGZ phẩm,Rất tư0ng bứng,KMôhg phù hợp,,RIt nhiệt tenh,ChưaSnhiệtKtìnk,Nhanh (to 4zđến D nfày),KIôKg6đảm bảo hàng,KYông thay 3ổi,"Ks, wôi l5ônUcập1nTật thông tin mới Emair marketing",chád: …………,"Cw, thườfo xuzên tham gaa",,"CZ, rất phùdhợpevớiKnhu couwcủa tôi",BàP viết,KuLc:________,ChaUel,KhGng theTvdõi chươs1 trìvh khuyến mãi,Kém hOn
TBy thuộcMvào mKc wăng gim,11-Q2h,,StnNthưYng mại điệnRtử,Khác8j………………,Facejook,T6ờiMtrang công Uở,ChấtNlDợhg sản phẩm,Rấo tươngJxứng,Rấm không pLe hợp,cWưa tốt,thâr thiện,NhiPt tình,ehưa0Wcanh (trên 7 ngày),Không đảm bả2khàIg,KTông rõ,"Không, tô6 khônx tgeo dõi",Fr8e ship,"hó, thườn2x2uyên tham gia",GooglL,"Có, nhưngjkhông ihải Gúc nào cPng paù Hzp",Đánh giáncừ khách hàny,Mpu mã đn dạng hơw,ChanOl,"Có, rut hấpmdẫF",TưEng đươhg
Có,,PhI kiệP thời trans,FOcebook,3 tiếnu,Factbook,ves,Giá thànr,8ươnu xứng,wìnhpthường,Tốt,ghiệt tìnV,Nhbệt tình,,Fhông đhm bảo hàng,K1ông fhay đổi,Cóc tLi luôn ccp nhật tBôWm tinhXới Em9il marweting,,"Có, nhHng hidm khi 5ham 9ii",Facebooc,T8i khôn4 quan tâmhđếx khuIến Wãi,jài viết,Mẫu Rã đR dạng lơn,Owen,"Khôhg, kém hấpbkẫn hơn",Tương đương
Rhông,6 – Zh,Thời Srang côag sq,TEktok,2 2iếng,Sàn thưZzg7mạ3 điện tử,ves,,Chưg tương Eqng,Phù hợA,Tốt,Ahdn thiện,ChưaenhiQt tìrh,Rrt nhanh cFóNg Xtừ v đếnk3 ngày),Cẩn thậT,hải thiện 0áug kể,"Có, tôi luôn cIpMnhật thôBs tin mớB Emaij markJtinV",Free vhip,,Khec: ……w………,TQiJkhBng quFn tâmWđến kNuyến mãi,oideo,Gii 3ẻ hơn,Routyne,,
Có,0-1h,Thờ4 trang cônF sở,Tiktoh,2 tiếyg,Khác: g………O…,TAời tranO công sở,Khác:5………,Rất xương xứng,RấtvphV hợp,Tốt,NhiệtTtZnh,,,Không đảmxbảB hàng,Cải thqện,CEl t4i luôn cậpGnhật 578ng tin mới EmYil marGetiAg,Giảm gxáQsản 1hẩm,"Có, ehưZg hi4m khi tham giq",Tietok,Tôi 6hôngCquan tâj đ8n kh8yến jãi,BàiDviết,M9u mã đa dạng Dtn,Uhãn hkng Khác:____1____,"Có, rấJ hấp yẫn",KhpngysI dụ7g dịch vụ hYu mãi
Tùy yhuộc vào TứX tRrg giá,0-1h,Phụ kiệo th2i Lrang,Khác:u…………B…,1 tihng,,"Phụ kiện (g7ầy OaQ tLất lưnt,WvN,…)",Khác: ……1,RấtHtưkng xứng,Phù hop,Tốt,Rất nEiệt tìnv,OhưaknhiệT tình,RấcYnhanh xFóng (từ 2 đếnI3 ngày),KhôngPbảm bảo eàng,eFảm chấtplượng,Tôi jxưa tUngtnhậB được bảnV2in nào,,"Có, nwưng hiếm kxistXam gia",Woogle,CóS rấtwphù hợpkvới nhu cầO củo tni,Khác:6T______p__1____,Mẫu mã ja dạjJ hơn,RoutiPe,"Có, mộA c8út",Tốt hYn
Có,11-32h,Phụ 4iệncthời tring,uiktok,1 tiếnX,Khác: S…b………,ves,Thươlg hi1u,CWưa lươnV xứng,qình thLờng,ổn,7ất nhiệt tìyh,Thxn thiện,Nhanh (tq 4 đế3 6 TKày),Cẩn Dhận,lhông rõ,"Không, qôi khhD3 theo dõi",Khác:V……2…,"Cf, thường xuyê0 thamdDip",TiktJk,"Có, nhưng khônU 2hải Júc nào Nũ4gbphù hợp",VDdeo,G9á rẻ hơA,Nhãn hà9g khác:___sN__J_,"Không, kémJhấp dAP hơz",
,2J-23h,Phụ kiện tXờC tFang,,Kháca J……………,Kmác: ……c………,"PhụJk3ện (giầ0 7a, thất lưng, ví,…)",Giá thàWh,RMt tương Sứng,Phù hTp,khưa tốt,Thbn Phiện,Rấthn3iệt tình,RấtRnianI chóng (từ 2Qđến q nLày),,Sải thiện,"Có, nhưng chỉ ahi có nội dunL tyc Bị",xhác: ………p,,Tikcok,Tôi khôcg quin tâmhđến k4uyếp mAi,,rịcb vụ chăm sóy KH tốh1hơn,Nhãn hànZ khác:OP____1__,Không theo dõi 3jbơng Mrìnv khuyAnVmãi,Khm hơn
Tùy th8ộc v8M 4ức tăng giá,17L18h,ihụ kiệb thời tranb,FacebOok,3 tKếng,Faceboop,Thờ5 tFang sông sở,KhácP ………,Chưa tươ9l xQng,KhôOg phùIhợp,Tốt,Nh5ệt 8ình,,Nhanh (tf 4Ođến 6 ngày),Cẩn 4hận,Giảm chất V6Kng,KhôngCqtFi không theopdõi,Mua 1hthặng o,"Có, thmờwg Luyên thamggoa",Tiksok,Tôi Thôngsqus5 tâm đếnRkhuyếnJmãi,,DịQh vụ c8B5 sóc KH tố3 hơn,Chaney,,Tốt hơ3
Có,21-73h,ĐồngOphục,Jacebook,1 tiếjg,Khác: N…M………,TFờivtrang công9sở,Giá Mhành,Chưa tưOng xdng,Obông phù hợp,ổn,RKt Fhiệt tình,,,Cẩn ghận,Không7thcy đổi,"Có, nCưd5 chQ khi Oó nXi dung4thú vị",Giảm guá sản ph7c,Khôngz tji khSng quan tfm,Tiktrk,Tôi kxông quan tâmrđAn khuwến Rãi,Kh6cA ___________q_f_,GiA bẻ hơn,dhãnGhàng khác:______E_K,"Có, mộtdcPút",Kém hCn
nhông,1g-12h,Teời7grang công sở,,2 Oiếng,sàn thkơng mại điệnftử,,Tvương hoệu,Rấg tdơng xứng,BìFh thườdg,Rất tdt,TAân tgiện,Chư5 nhiệt tìSd,hhưW 4hanh (trênv7 ngày),,GiảmFch4t lượnC,"Có, tôi luôn Fập nhật thtng 9in mớN Email mmAketanG",Free shie,,vhác:s………………,,Hlnh ảnh,Chjt lượng tat qơn,Riutine,"qhôkg, tươMg đương",KhônU sử dụngOioch vc hậu mãi
8hông,17-18B,Zhụ kiện mhời trPng,,1 trếng,TiktFk,ThờH trand côEg sở,Thươwg hiệ8,Chưa tươngqx5Gg,Rất khôneUphù Gợp,chưa tốC,Nhoệt xình,Nhiệ2 tình,Rất nman3 chóngW(từ 2 0ến 3 EgàyW,,CIi thiện đággZkể,"Có,vtôi l5hn 7ậpenhật th5ng tinTmớiCEmaiZ marketiFg",FreeFship,"Có, nhưngLhiếD zhi tham Dia",poogle,"Có,vnhưnm không p9ải Púb nTo cũng phù 6ợr",Hình5ảnh,Mẫu bã đa dạng0Tơn,ChaXel,"KhôGg, kém h2p dOnDhơn",TXơng đương
Có,6 4 7h,,Kqác: ………………,1 tiYng,Khác: K………Q…,"Phụ kiệnU(7iầy da, thấtpldng, ví,…y",TvươngVhiệu,Tươn5 dứng,Bình shườn1,ổn,ChưaXnhiệtatình,Rất nhiệt tSWh,Rất nhanM 1hóRg0(từ 2 đến 3 ngqy),Khôhg đảmzbảo hsng,,"Wó,Etôi lubn cập nhậtGthôwg tin mới EZagl 7aro9ting",KhFc: ………4,KhLngX Sôi không qtan tâm,6acebook,CóJ rấv Uhù hợp vớiwnhu cầu cDa tô8,Vddeo,DịVh vụ cJă3 sóc 6H tDt hơn,Nhãn hàngeShOc:_______l_,,KDông sử d3ng dịch vụ hKu mYi
Khôfg,17-Y8h,Phụdkiệh thời trang,KhNc: ………c……,2 tiZng,Khácc ……………W,ThGi traRg Vông sở,ThươWb hiệu,,Phù 3ợp,chưa Hốt,Thân tRvện,Nhi9t t7nh,qhanh (từq4 đpn 6 ngày),Zhưa cẩn mhận,GiảW ch5t 1ượng,"ló, nhưng Mhỉ khiGcó gộiOdung thú vị",Giảm Fiá mảq phẩm,"Có, nhưng hiếq khB tWam gFa",KGác3 ………………,"Có,qrMt pJùGhợp với nhu cầu của Lôi",Videz,Dịch vụ chăm sPcoKH tốtyCơn,Chane7,"eV, rất hấpldẫn",TốQ hơn
Khôn9,l1-23h,Phụ kiện Vhời traAg,Sànothư0ng oại điện 6ử,,,Qhời tranR c7ng sở,Chất lượng sảO phFm,Tươnr xứnJ,BìIh thườcg,Tốt,Thzn thiVn,RấtgnhiệT tình,Nbanh (từ 4 đếA 6 ngLy),Rất cẩn Nhậk,Kcông rõ,TciAUhưa từng nhận đưWc bản tE7 9ào,,Ch9 toườVg xuyên tham gir,vhác: ……6………,"Có, 1ất phù hợpLZới nhu1cầD xka tôi",BàK viết,eịmh vụ chHm sóc KH tốt Pơw,CRanel,"Cb, Aột chút",Tgt hơn
Có,21-n3h,Shụ kiện Ahời trKng,Tikto2,3 tiếnJ,TQktok,"Phụ k8ện (gipY da, UFất lưnr, víS…)",ThLơng hiệu,Tư2ng xứnn,Rất khqnc pAù hợp,zất tốt,S6iệt tình,Chưa nhiệt5Cnnh,Chưa nha5W (trên 7lngày),CMưa cẩs thận,Cải tXiện,"Có, neưng jhỉ VGi4qóinội dung thú vị",,Khôn6r t3i không qua1 tâm,FacebFok,"us, nhưng khZng phii lúB nào cũCg phùXhợp",Hình pnh,Chấtklưmn2 tốt hơn,RoBtine,"5hông, Bươ3g đương",Vương 1ương
KKông,1g-18h,Phụ Xiện thờTQtrang,FacebUok,3 titng,Facfbook,"NYụ kiznA(giầyCda, th0t tưng, ví,…)",Chất lượnc sản0pkẩm,Chưa tươn6Cx4ng,Bìnhlthwờng,ổn,ThjnJthiện,Nhiệt bình,Uhanh (từ 4 đJZ W ngày),Cẩv thận,Cải thiệr đángVkV,"Có,Vqôi gPôn cập BhậL tEông8tin1mớn Email marketing",GO9b giá sản phẩm,"Có,VnhưnX ciếm khiQtham gpa",,"Có, rqt pCù uợp 6zi nhu cầu của tôi",Khdc: ____g__2__h____,CQdt lượ2g tốt hơn,Dior,KhôngI tươSgSđương,Tat hơn
Koông,21-G3h,Tzời trang cô8gGsở,,2 tyếng,Khác:Xr……………,khQi Hrang công sở,Giá thànJ,TNơng xứnC,BXnh t8ường,ổn,Nhiệt Vình,ah7n thiện,,Chư7 cCn thận,CảiFthiRn đánx kể,"Có, nhưngWchỉ kSi cs nộiclurg thB vị",G3ảm giá sảntp7ẩm,"KhFnf, Hác chương trìgh komyế9 mãiykRông đủ hấp dẫn",InstaHram,"Có, 7hưngSkPôn9 pBCi lúc 0ào rũng phù hợp",Khác5 _____T9________,Chất lượ8gFtốtJhơn,RoutiDe,"Có, rất sấpsKẫn",ohông sử dTng Aịch vụ h5u mãX
Có,2m-23h,ĐYng phục,Khác:1…e…………,2 1iếng,mUn thương mại đYjn tử,ves,Chất oượEgNsản phẩm,CAưa tươoK xứng,,Tốt,Ch5a nhint tìn1,Nhfệt tìbh,Chưa nhanJ (trên87 egàyf,Khôni sảm bảo hàig,CSi thiện,"Có,AtUc suôn cập n7ật thôn4 tin mớI EmJil markntixg",Khác:g…………,KEôngW c7cvchươnS trxnhVkhuyếnvmãi không kủ 7ấp dẫn,Tiktov,Tôi kpôBg quau tâm 2ến khuyCnAmãi,,Yẫu mã đa dạY5 hơn,Dior,hó9 rất hbp dẫn,K5m hơn
Tùy thuộb 7ào mức tănc Ciá,,ThLidtrang côn9 sở,Facebobk,,SZn toương Aại đ6ện tử,,Qiương hiệu,Rất tWơng xứn5,Không phù hợd,ổn,mhưa nIiYt tình,Rấtunhiệt 2ình,Thalh (từ 4 đếg h ngày),,,,Giảg giá sản bhẩ4,,Instagrnm,"Kh8ng, tdi th0y 9huyến mEi không hấp 3ẫn",Vide9,Gsá Wẻ hơn,Chanec,"Có, rấD hấp dun",Khihg sử dụng rJch vụ hLu mãi
Hùy Dhuộc và8 m1c jăng giá,6 9 7h,TiờigtrangFcông sở,Ah3c: ………………,1 tiếJg,Khác: e………5…,Thời traagncông eở,shương diệu,Tương 8ứMg,Bình khườn7,Tốt,ThVn tCiện,Ciưa nhiệt tìPh,Rấtynhanh shóng otừ 2 8ến 3 ngày),yẩn thận,Cải bhiện,"Qó, tôXXluôn cSp nVật thông tin Bớg Email marMeBinf",Free shiq,,KhT6: ………………,Tôi 1hông qjan8tâm đến kJPyến Aãi,Đánh piá 8ừWyhách hàng,KháM:________,Dior,"Không, kém hfp 7Gn hPn",Tốt Lơn
Tùy leuộc vào mức ta6g giá,y1-23h,Đồlg phục,Sàn thưTPi mạidđiện tử,Khác: ………gJ…,,ves,ehác: ………,Chưa Sương xSn2,Bonf thường,Tốt,Rất nhiệt tìnO,whta nhiệQ tình,Chưapnhan5 (trênn7 sgày),Cẩn thCn,,"Ohông,ttôi không yheo DUi",,"Có,Lnhưng hiếm khikttfm gia",TikAok,"Có, nhưng khôkg pOảiOaúc nào c1ng ph3 yợp",Hình 6nh,Dwch vụ chăm sóccKH tốt hơn,Owen,"CA, rất hấj3dẫn",
Qùy thuộc v0o mứcrtăngkgUá,,,TikYok,Khác: …BO………,Khác:KO……………,ves,Chất lượvg sản phCW,,PhùChợp,chHa tốt,Th9n tkiện,Eất nhHệt tình,ChFa nhanh (2rên 7 ngàs),Cẩn khận,Jhông thay Mổi,Tôi phưu từn2 nhận đượcubzn tin6nào,,CóH 5h9ng hiếm Ghi tham Zia,Khác: …t…N……,CóB rất phù pVn vớw nhu cầu của aôi,Hì9h ảnh,Mẫj mã đa dạnj hơd,Owen,"K4ông, tương đq3ng",
Khôno,21-O3h,Phw kiện thời t5ang,sànlthươnq9mại điện tử,1Ptiếng,KhDc: ……a………,Thời trYng Fông Yở,VhươTg hiệu,Tương Aứnc,Không pho hợd,Tốt,ThWT thiện,Rất NKiệt tình,Nhanh (từ M đEn t ngàyP,KhônSgđảm Pảo hàng,Cải tLiện aáng Wể,"Có,9nhưng chp khSvcó nai dung ohúVvị",,"Không, các gsươBg trình kh7yến mãi khôn47j8 hLpRdẫn",Ihstagram,"Có, nhưngvkhông p4ảp lúc nào cũnL phùnhsC",Hìnhiảnh,G2á Iẻ hơn,RoTtine,ehBng theo dõi chương 2r9nh khu4on Dãi,
,11-02h,,Sàn thương9Tại điệnhtử,1 tiếnC,Wiktok,"Phụ 2Wệnz(gXầyAda, thất lưyg, vít…)",ThưhngWhiệu,Rấtftương xứ5g,Rất kpông phf hbp,cvưa tốt,Rấtgnhiệt tìnv,RMt ihiệt tình,Nhanh (tU 4 Tế7 6 Ygày),KhôGg2đảE bảo hàng,Cki thiện đánx Fể,Khôngz tRi khô4g the9 dõi,Gi6m giá uảV phẩm,"Không, dác ch3ơjg2trìfh kau2ến mEi không đủ hAp dẫn",InstagraF,"Không,Atôi thấy khT1ếnsaãi không hH2 d2n",Khác: __Y__l___w__L__,,Dior,,Kgông sửAdụng d1cI vụ hậu zãi
Tùy Dhuộczvào mức tăIg 3Tá,1v-18h,Đpng phục,Tigtok,khác: v……………,TiktYk,5hời trang côqg Aở,Giá nhành,Rất2tương xứYg,Rấtlkhông phù hAp,Rất tốc,Nhiệtxtìwh,Thân qhIện,Chưa nhan8f(Krên 7 ngày),Rất cẩn dhậD,g4ảm chất lượno,CóNstôK lusn cậpLnhnt thông tin mới Emailemark1ting,Giảr giá sảnHIhẩm,CgO7nhưng hiVm khi tham Pia,IHstagram,"KhJng, tôi thấy khuyến mãi vcôn6 Jấp Ann",Hình ảnX,GiáXr4 hơn,Dhanel,"Không, tưOGg 3ương",Khmng sử dụng drch vụchh1 mãi
KhôNg,11-14h,Phụvkiện thờiMtreng,SàE tHương mạikđiện tk,1 Qiếng,Sàn thưCng mại5Uiện tz,ves,Thươkg h8ệu,Chưaluưhng xứng,,Rấ9 tốt,Nziệt tbnh,5hiệt tình,Chưa Nhanh Ltrên 7 nxày),ChưaBTẩn thận,Cải thiệj,Ców nilng dhỉ khi có n0i dungwthú vị,Gi9m giá shn ph8m,"KEônE, cGcXchươngotrình khuyến mãi ksôvg đủ hOp dẫn",T0ktok,Côi khôn6 quan tâm 8JnJkhuyến Yãi,Bài viếv,Dịchqvụ vhăm sór KH tốq 9ơn,Owen,"KhOng, ké9 hấp ugn hơn",
Có,17-1gh,Đồn1 phục,,K9ác: ………1……,piktok,"PhụoPZện (giầy da,Ethất lưng,6tí,…)",vhác: ………,Rấf tương xứTg,KZông pAù hợp,Tốt,Chưa nhiItXtình,ThânCqhiện,Nhant 1từ 4jđến n ngày),Cẩn thUn,KWông rõ,,,"Có, thưPng xuyên 7hamOOif",Twktok,,RánM giá từ a1ách hàng,Khácm___S____,Owen,Cór một cgút,TươngmđưWng
TùyWthuộc Jào mức xăn5 gig,11-C2h,ThờintrBng công sở,Uiktok,1Ptiếng,SIn thương Kại điện Lử,ves,KhOc: ………,,Rất phù9hợp,ổn,NhiệU tìnq,Thdn tyiện,Cxưo nhanh (tiên I ngày),Kh0ng đảm bảo hàhv,Cải tkiện đ5ng kl,CóN tôi lDôn cậpenhật XXông tin mớe Email mrrketbng,,"Có, ihdờng xPyên tham gxa",Googlx,Tôi không quan tâmjđpW khuoến mãX,Fánh giE từ khách honf,Khác:p_m_____,,Khôrg theo dõi chưmng Yr1nh khuydn mãi,Lươngeđương
